receipt_no,title,category,department,assignee,status,priority,channel,region,satisfaction,received_at,due_at,completed_at
2026-103491,신호등 고장 신고,도로/교통,도로관리과,조주무관,완료,높음,온라인,화성시,,2025-07-21 11:00:15,2025-07-28 11:00:15,2025-07-24 11:00:15
2026-100391,신호등 고장 신고,도로/교통,도로관리과,정주무관,보류,높음,온라인,화성시,,2025-07-21 12:35:09,2025-07-28 12:35:09,
2026-101319,증명서 발급 문의,행정,민원행정과,이주무관,완료,보통,이메일,화성시,5,2025-07-21 12:36:54,2025-07-24 12:36:54,2025-07-23 12:36:54
2026-101118,주택 누수 하자,건축/주택,건축과,최주무관,접수,보통,온라인,평택시,,2025-07-21 13:03:41,2025-08-02 13:03:41,
2026-100220,복지급여 문의,복지,사회복지과,이주무관,완료,보통,온라인,동두천시,,2025-07-21 15:02:06,2025-07-27 15:02:06,2025-07-29 15:02:06
2026-102234,행정서류 재발급,행정,민원행정과,강주무관,완료,보통,온라인,양주시,5,2025-07-22 03:13:37,2025-07-25 03:13:37,2025-07-23 03:13:37
2026-102366,노인돌봄 신청,복지,사회복지과,윤주무관,완료,낮음,온라인,남양주시,5,2025-07-22 09:28:37,2025-07-28 09:28:37,2025-08-01 09:28:37
2026-102472,소음 공해 민원,환경,환경관리과,윤주무관,처리중,보통,전화,의왕시,,2025-07-22 11:52:00,2025-07-31 11:52:00,
2026-102000,노후축대 점검요청,안전,안전총괄과,조주무관,처리중,보통,온라인,시흥시,,2025-07-22 11:52:17,2025-07-30 11:52:17,
2026-102008,악취 발생 신고,환경,환경관리과,강주무관,완료,보통,전화,고양시,1,2025-07-22 11:54:15,2025-07-31 11:54:15,2025-07-26 11:54:15
2026-100145,노인돌봄 신청,복지,사회복지과,강주무관,처리중,보통,이메일,이천시,,2025-07-22 13:08:06,2025-07-28 13:08:06,
2026-102621,장애인 편의 요청,복지,사회복지과,정주무관,보류,보통,방문,안양시,,2025-07-22 14:28:33,2025-07-28 14:28:33,
2026-102788,불법건축물 신고,건축/주택,건축과,윤주무관,처리중,보통,이메일,군포시,,2025-07-22 15:42:51,2025-08-03 15:42:51,
2026-102682,도로 파손 신고,도로/교통,도로관리과,윤주무관,처리중,낮음,온라인,수원시,,2025-07-22 16:14:55,2025-07-29 16:14:55,
2026-100080,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,높음,방문,파주시,3,2025-07-22 16:40:06,2025-07-29 16:40:06,2025-08-04 16:40:06
2026-101972,악취 발생 신고,환경,환경관리과,윤주무관,처리중,보통,방문,의정부시,,2025-07-22 18:01:24,2025-07-31 18:01:24,
2026-102785,신호등 고장 신고,도로/교통,도로관리과,정주무관,완료,높음,온라인,과천시,4,2025-07-22 21:49:37,2025-07-29 21:49:37,2025-07-27 21:49:37
2026-102828,쓰레기 무단투기,환경,환경관리과,박주무관,완료,보통,전화,성남시,2,2025-07-23 10:33:27,2025-08-01 10:33:27,2025-08-07 10:33:27
2026-100454,복지급여 문의,복지,사회복지과,김주무관,완료,낮음,온라인,김포시,,2025-07-23 10:59:27,2025-07-29 10:59:27,2025-08-01 10:59:27
2026-103912,민원처리 지연 항의,행정,민원행정과,정주무관,접수,낮음,방문,평택시,,2025-07-23 11:49:19,2025-07-26 11:49:19,
2026-103385,건축허가 문의,건축/주택,건축과,정주무관,보류,보통,온라인,포천시,,2025-07-23 12:27:58,2025-08-04 12:27:58,
2026-100101,불법건축물 신고,건축/주택,건축과,김주무관,완료,보통,온라인,고양시,5,2025-07-23 13:33:42,2025-08-04 13:33:42,2025-07-31 13:33:42
2026-102486,민원처리 지연 항의,행정,민원행정과,최주무관,접수,낮음,온라인,용인시,,2025-07-23 14:01:50,2025-07-26 14:01:50,
2026-102411,쓰레기 무단투기,환경,환경관리과,박주무관,처리중,보통,온라인,수원시,,2025-07-23 14:48:47,2025-08-01 14:48:47,
2026-102697,불법 주정차 신고,도로/교통,도로관리과,최주무관,접수,보통,방문,시흥시,,2025-07-23 19:41:35,2025-07-30 19:41:35,
2026-102109,도로 파손 신고,도로/교통,도로관리과,정주무관,접수,높음,온라인,수원시,,2025-07-24 02:39:50,2025-07-31 02:39:50,
2026-100799,민원처리 지연 항의,행정,민원행정과,강주무관,완료,낮음,이메일,화성시,,2025-07-24 04:01:09,2025-07-27 04:01:09,2025-07-29 04:01:09
2026-103246,불법 주정차 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,고양시,5,2025-07-24 05:55:16,2025-07-31 05:55:16,2025-07-30 05:55:16
2026-101468,신호등 고장 신고,도로/교통,도로관리과,조주무관,완료,낮음,전화,안양시,,2025-07-24 06:15:00,2025-07-31 06:15:00,2025-08-02 06:15:00
2026-103203,쓰레기 무단투기,환경,환경관리과,최주무관,완료,보통,방문,의정부시,5,2025-07-24 10:43:54,2025-08-02 10:43:54,2025-08-10 10:43:54
2026-100217,도로 파손 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,남양주시,4,2025-07-24 11:09:36,2025-07-31 11:09:36,2025-08-02 11:09:36
2026-102058,도로 파손 신고,도로/교통,도로관리과,정주무관,처리중,높음,전화,오산시,,2025-07-24 16:11:48,2025-07-31 16:11:48,
2026-101535,장애인 편의 요청,복지,사회복지과,조주무관,완료,보통,온라인,수원시,4,2025-07-24 16:44:35,2025-07-30 16:44:35,2025-07-27 16:44:35
2026-101834,증명서 발급 문의,행정,민원행정과,윤주무관,완료,낮음,온라인,화성시,5,2025-07-24 17:21:53,2025-07-27 17:21:53,2025-07-26 17:21:53
2026-100356,건축허가 문의,건축/주택,건축과,강주무관,완료,높음,전화,하남시,5,2025-07-25 04:15:41,2025-08-06 04:15:41,2025-07-26 04:15:41
2026-100032,불법 주정차 신고,도로/교통,도로관리과,강주무관,접수,보통,방문,광주시,,2025-07-25 07:42:58,2025-08-01 07:42:58,
2026-102110,행정서류 재발급,행정,민원행정과,최주무관,접수,보통,온라인,과천시,,2025-07-25 10:12:12,2025-07-28 10:12:12,
2026-103545,민원처리 지연 항의,행정,민원행정과,조주무관,완료,보통,온라인,김포시,5,2025-07-25 11:31:17,2025-07-28 11:31:17,2025-07-30 11:31:17
2026-100791,재난위험시설 신고,안전,안전총괄과,윤주무관,접수,보통,온라인,동두천시,,2025-07-25 11:33:46,2025-08-02 11:33:46,
2026-100669,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,부천시,4,2025-07-25 12:28:44,2025-08-01 12:28:44,2025-07-26 12:28:44
2026-100538,신호등 고장 신고,도로/교통,도로관리과,윤주무관,처리중,보통,온라인,평택시,,2025-07-25 12:35:43,2025-08-01 12:35:43,
2026-103447,악취 발생 신고,환경,환경관리과,윤주무관,완료,높음,전화,수원시,,2025-07-25 12:47:31,2025-08-03 12:47:31,2025-07-27 12:47:31
2026-101952,민원처리 지연 항의,행정,민원행정과,김주무관,완료,보통,방문,하남시,3,2025-07-25 13:39:14,2025-07-28 13:39:14,2025-07-26 13:39:14
2026-100846,노인돌봄 신청,복지,사회복지과,최주무관,완료,낮음,온라인,수원시,5,2025-07-25 14:09:19,2025-07-31 14:09:19,2025-08-02 14:09:19
2026-100666,불법 주정차 신고,도로/교통,도로관리과,김주무관,완료,보통,방문,수원시,,2025-07-25 15:24:21,2025-08-01 15:24:21,2025-08-05 15:24:21
2026-103456,신호등 고장 신고,도로/교통,도로관리과,조주무관,완료,보통,전화,오산시,4,2025-07-25 16:00:43,2025-08-01 16:00:43,2025-08-08 16:00:43
2026-101383,민원처리 지연 항의,행정,민원행정과,박주무관,완료,보통,이메일,안산시,4,2025-07-25 16:17:50,2025-07-28 16:17:50,2025-07-26 16:17:50
2026-100712,증명서 발급 문의,행정,민원행정과,이주무관,완료,높음,방문,수원시,4,2025-07-25 17:41:24,2025-07-28 17:41:24,2025-07-27 17:41:24
2026-103947,증명서 발급 문의,행정,민원행정과,정주무관,완료,보통,온라인,성남시,2,2025-07-25 19:11:47,2025-07-28 19:11:47,2025-07-26 19:11:47
2026-103349,복지급여 문의,복지,사회복지과,최주무관,접수,높음,온라인,용인시,,2025-07-26 08:00:17,2025-08-01 08:00:17,
2026-101229,증명서 발급 문의,행정,민원행정과,정주무관,완료,높음,전화,과천시,4,2025-07-26 10:15:47,2025-07-29 10:15:47,2025-07-27 10:15:47
2026-101133,소음 공해 민원,환경,환경관리과,강주무관,완료,보통,온라인,여주시,4,2025-07-26 12:34:26,2025-08-04 12:34:26,2025-08-02 12:34:26
2026-102298,불법 주정차 신고,도로/교통,도로관리과,박주무관,처리중,보통,전화,김포시,,2025-07-26 13:18:14,2025-08-02 13:18:14,
2026-100700,불법건축물 신고,건축/주택,건축과,이주무관,완료,보통,전화,광주시,3,2025-07-26 18:40:46,2025-08-07 18:40:46,2025-08-07 18:40:46
2026-102663,신호등 고장 신고,도로/교통,도로관리과,강주무관,완료,보통,전화,수원시,3,2025-07-27 02:21:26,2025-08-03 02:21:26,2025-08-02 02:21:26
2026-100207,노인돌봄 신청,복지,사회복지과,강주무관,완료,보통,온라인,구리시,4,2025-07-27 12:40:20,2025-08-02 12:40:20,2025-08-04 12:40:20
2026-102136,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,낮음,방문,수원시,,2025-07-27 17:02:16,2025-08-03 17:02:16,2025-08-03 17:02:16
2026-100046,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,오산시,3,2025-07-28 08:13:29,2025-08-04 08:13:29,2025-08-07 08:13:29
2026-101428,소음 공해 민원,환경,환경관리과,김주무관,접수,보통,전화,양평군,,2025-07-28 11:17:05,2025-08-06 11:17:05,
2026-102722,도서관 운영 건의,문화/체육,문화체육과,이주무관,완료,보통,온라인,연천군,3,2025-07-28 11:38:06,2025-08-02 11:38:06,2025-08-07 11:38:06
2026-101026,불법건축물 신고,건축/주택,건축과,조주무관,완료,보통,방문,수원시,,2025-07-28 11:59:46,2025-08-09 11:59:46,2025-08-12 11:59:46
2026-100296,신호등 고장 신고,도로/교통,도로관리과,이주무관,처리중,낮음,이메일,군포시,,2025-07-28 12:05:49,2025-08-04 12:05:49,
2026-102504,증명서 발급 문의,행정,민원행정과,윤주무관,완료,보통,온라인,수원시,,2025-07-28 12:06:49,2025-07-31 12:06:49,2025-08-02 12:06:49
2026-101629,쓰레기 무단투기,환경,환경관리과,최주무관,보류,낮음,온라인,수원시,,2025-07-28 13:00:08,2025-08-06 13:00:08,
2026-101018,불법 주정차 신고,도로/교통,도로관리과,박주무관,처리중,보통,이메일,화성시,,2025-07-28 13:33:36,2025-08-04 13:33:36,
2026-103893,도로 파손 신고,도로/교통,도로관리과,최주무관,완료,높음,온라인,부천시,,2025-07-28 14:40:44,2025-08-04 14:40:44,2025-08-04 14:40:44
2026-103603,민원처리 지연 항의,행정,민원행정과,김주무관,완료,보통,온라인,포천시,3,2025-07-28 14:42:30,2025-07-31 14:42:30,2025-08-02 14:42:30
2026-100788,소음 공해 민원,환경,환경관리과,이주무관,처리중,낮음,전화,양평군,,2025-07-28 17:11:53,2025-08-06 17:11:53,
2026-101948,노후축대 점검요청,안전,안전총괄과,박주무관,완료,보통,온라인,고양시,5,2025-07-29 03:54:49,2025-08-06 03:54:49,2025-08-04 03:54:49
2026-101650,소음 공해 민원,환경,환경관리과,조주무관,완료,보통,온라인,시흥시,,2025-07-29 08:59:34,2025-08-07 08:59:34,2025-08-09 08:59:34
2026-102529,장애인 편의 요청,복지,사회복지과,조주무관,완료,보통,온라인,부천시,1,2025-07-29 11:51:06,2025-08-04 11:51:06,2025-08-05 11:51:06
2026-101303,신호등 고장 신고,도로/교통,도로관리과,이주무관,완료,보통,방문,포천시,,2025-07-29 12:58:11,2025-08-05 12:58:11,2025-07-31 12:58:11
2026-101293,불법건축물 신고,건축/주택,건축과,김주무관,완료,높음,온라인,수원시,,2025-07-29 17:27:38,2025-08-10 17:27:38,2025-08-08 17:27:38
2026-101785,불법 주정차 신고,도로/교통,도로관리과,박주무관,완료,보통,방문,고양시,4,2025-07-29 18:08:47,2025-08-05 18:08:47,2025-07-30 18:08:47
2026-103130,민원처리 지연 항의,행정,민원행정과,박주무관,처리중,높음,전화,고양시,,2025-07-29 22:23:21,2025-08-01 22:23:21,
2026-102730,쓰레기 무단투기,환경,환경관리과,최주무관,완료,보통,방문,파주시,5,2025-07-29 22:37:42,2025-08-07 22:37:42,2025-08-02 22:37:42
2026-103115,불법건축물 신고,건축/주택,건축과,윤주무관,완료,보통,온라인,여주시,2,2025-07-30 07:19:45,2025-08-11 07:19:45,2025-08-15 07:19:45
2026-100671,민원처리 지연 항의,행정,민원행정과,최주무관,완료,낮음,온라인,의정부시,3,2025-07-30 09:10:02,2025-08-02 09:10:02,2025-08-02 09:10:02
2026-101910,도서관 운영 건의,문화/체육,문화체육과,김주무관,완료,낮음,온라인,의왕시,5,2025-07-30 09:23:24,2025-08-04 09:23:24,2025-08-01 09:23:24
2026-100595,불법 주정차 신고,도로/교통,도로관리과,조주무관,완료,높음,온라인,여주시,2,2025-07-30 10:48:48,2025-08-06 10:48:48,2025-08-07 10:48:48
2026-101148,소음 공해 민원,환경,환경관리과,박주무관,처리중,보통,온라인,수원시,,2025-07-30 11:25:32,2025-08-08 11:25:32,
2026-102216,복지급여 문의,복지,사회복지과,윤주무관,처리중,보통,전화,부천시,,2025-07-30 12:06:34,2025-08-05 12:06:34,
2026-103006,불법건축물 신고,건축/주택,건축과,조주무관,접수,보통,온라인,파주시,,2025-07-30 12:42:24,2025-08-11 12:42:24,
2026-103211,재난위험시설 신고,안전,안전총괄과,강주무관,완료,보통,온라인,남양주시,5,2025-07-30 14:23:01,2025-08-07 14:23:01,2025-08-08 14:23:01
2026-103221,증명서 발급 문의,행정,민원행정과,강주무관,완료,보통,이메일,안산시,1,2025-07-30 19:40:53,2025-08-02 19:40:53,2025-08-03 19:40:53
2026-101218,불법 주정차 신고,도로/교통,도로관리과,윤주무관,완료,보통,온라인,수원시,,2025-07-30 19:41:21,2025-08-06 19:41:21,2025-08-05 19:41:21
2026-101350,불법 주정차 신고,도로/교통,도로관리과,정주무관,접수,낮음,방문,광주시,,2025-07-31 03:19:12,2025-08-07 03:19:12,
2026-102193,노후축대 점검요청,안전,안전총괄과,윤주무관,처리중,보통,온라인,수원시,,2025-07-31 07:57:42,2025-08-08 07:57:42,
2026-101289,도서관 운영 건의,문화/체육,문화체육과,조주무관,접수,낮음,이메일,화성시,,2025-07-31 08:09:57,2025-08-05 08:09:57,
2026-102325,불법 주정차 신고,도로/교통,도로관리과,최주무관,완료,높음,전화,이천시,,2025-07-31 08:44:05,2025-08-07 08:44:05,2025-08-14 08:44:05
2026-101798,도서관 운영 건의,문화/체육,문화체육과,이주무관,완료,보통,방문,김포시,,2025-07-31 09:02:09,2025-08-05 09:02:09,2025-08-07 09:02:09
2026-101386,악취 발생 신고,환경,환경관리과,정주무관,완료,낮음,전화,구리시,,2025-07-31 09:40:02,2025-08-09 09:40:02,2025-08-16 09:40:02
2026-102712,쓰레기 무단투기,환경,환경관리과,최주무관,완료,높음,온라인,광주시,,2025-07-31 10:18:00,2025-08-09 10:18:00,2025-08-09 10:18:00
2026-103587,노인돌봄 신청,복지,사회복지과,정주무관,완료,보통,전화,연천군,5,2025-07-31 10:25:31,2025-08-06 10:25:31,2025-08-02 10:25:31
2026-102805,주택 누수 하자,건축/주택,건축과,정주무관,접수,높음,온라인,양평군,,2025-07-31 11:02:43,2025-08-12 11:02:43,
2026-100886,신호등 고장 신고,도로/교통,도로관리과,정주무관,접수,높음,전화,여주시,,2025-07-31 11:12:53,2025-08-07 11:12:53,
2026-100363,악취 발생 신고,환경,환경관리과,김주무관,처리중,보통,온라인,의왕시,,2025-07-31 12:00:48,2025-08-09 12:00:48,
2026-101580,도서관 운영 건의,문화/체육,문화체육과,최주무관,완료,낮음,온라인,화성시,2,2025-07-31 12:10:12,2025-08-05 12:10:12,2025-08-10 12:10:12
2026-100409,문화행사 문의,문화/체육,문화체육과,정주무관,처리중,높음,온라인,고양시,,2025-07-31 12:16:10,2025-08-05 12:16:10,
2026-102458,건축허가 문의,건축/주택,건축과,정주무관,완료,보통,온라인,수원시,5,2025-07-31 13:37:36,2025-08-12 13:37:36,2025-08-02 13:37:36
2026-100687,체육시설 예약,문화/체육,문화체육과,이주무관,완료,보통,전화,안양시,5,2025-07-31 16:00:07,2025-08-05 16:00:07,2025-08-08 16:00:07
2026-100554,건축허가 문의,건축/주택,건축과,정주무관,완료,낮음,전화,의정부시,3,2025-07-31 16:03:44,2025-08-12 16:03:44,2025-08-23 16:03:44
2026-103693,악취 발생 신고,환경,환경관리과,정주무관,처리중,낮음,온라인,과천시,,2025-07-31 17:32:01,2025-08-09 17:32:01,
2026-101478,복지급여 문의,복지,사회복지과,정주무관,처리중,낮음,온라인,성남시,,2025-07-31 19:03:16,2025-08-06 19:03:16,
2026-100241,민원처리 지연 항의,행정,민원행정과,강주무관,완료,보통,온라인,성남시,5,2025-07-31 20:15:18,2025-08-03 20:15:18,2025-08-02 20:15:18
2026-101519,노후축대 점검요청,안전,안전총괄과,강주무관,완료,높음,온라인,부천시,5,2025-08-01 06:50:18,2025-08-09 06:50:18,2025-08-12 06:50:18
2026-101377,불법건축물 신고,건축/주택,건축과,이주무관,완료,낮음,이메일,수원시,5,2025-08-01 08:13:29,2025-08-13 08:13:29,2025-08-03 08:13:29
